objectID;food_type;stars_count;reviews_count;neighborhood;phone_number;price_range;dining_style
36595;Japanese;4.6;421;I Drive / Sand Lake;(407) 248-8888;$30 and under;Casual Elegant
20977;Contemporary American;4.0;1289;Palm Springs;(760) 325-4537;$30 and under;Casual Dining
150913;American;4.4;116;La Quinta;(760) 501-0620;$30 and under;Casual Dining
2834;Contemporary French / American;4.3;948;Palm Desert;(760) 340-1000;$31 to $50;Casual Elegant
25345;Contemporary American;4.6;866;Rancho Mirage;(760) 568-9321;$50 and over;Casual Elegant
74665;French;4.7;777;Palm Springs;(760) 325-5059;$50 and over;Casual Elegant
116458;International;4.6;189;Palm Desert;(760) 776-8242;$50 and over;Fine Dining
98173;Comfort Food;4.0;13;La Quinta;(760) 777-4900;$50 and over;Casual Elegant
28942;Continental;4.2;844;Palm Springs;(760) 325-2323;$30 and under;Fine Dining
116515;Italian;4.3;72;Rancho Mirage;(760) 346-3221;$31 to $50;Casual Elegant
4705;Steakhouse;4.3;256;Palm Springs;(760) 883-1060;$31 to $50;Fine Dining
3755;American;3.9;329;La Quinta;(760) 564-5720;$30 and under;Casual Dining
4891;Continental;4.5;1269;Palm Springs;(760) 778-0017;$30 and under;Casual Dining
7319;Seafood;4.5;2463;Palm Desert;(760) 674-8666;$31 to $50;Casual Dining
15676;Californian;4.4;2341;Palm Springs;(760) 866-1952;$30 and under;Casual Elegant
6620;American;4.4;900;La Quinta;(760) 771-4653;$31 to $50;Casual Elegant
25375;Contemporary American;3.8;248;Indian Wells;(760) 834-3800;$30 and under;Casual Elegant
29536;American;3.9;212;La Quinta;(760) 564-7125;$30 and under;Casual Dining
2799;American;4.6;2237;Palm Springs;(760) 327-3446;$31 to $50;Casual Elegant
4816;Steak;4.5;634;Cabazon;(800) 252-4499 e;$31 to $50;Fine Dining
44740;Californian;4.5;1505;Palm Desert;(760) 779-0123;$31 to $50;Casual Elegant
100939;American;3.9;254;Indian Wells;(760) 345-9770;$31 to $50;Casual Elegant
115435;American;4.4;252;Palm Springs;(760) 322-4422;$30 and under;Casual Elegant
111211;Belgian;4.4;392;Rancho Mirage;(760) 837-0011;$30 and under;Casual Dining
107248;Mexican;4.2;282;Rancho Mirage;(760) 328-8844;$30 and under;Casual Dining
144691;Italian;4.5;361;Palm Desert;(760) 773-3365;$31 to $50;Fine Dining
99142;Tapas / Small Plates;4.6;737;La Quinta;(760) 777-7555;$30 and under;Casual Elegant
151912;Seafood;4.5;71;Cathedral City;(760) 324-1554;$31 to $50;Casual Elegant
59692;Californian;4.5;1368;La Quinta;(760) 564-5353;$31 to $50;Casual Elegant
3053;Italian;4.6;218;Palm Desert;(760) 568-9898;$31 to $50;Casual Elegant
46354;French;4.3;383;Palm Desert;(760) 346-1818;$31 to $50;Casual Dining
37903;Contemporary American;4.3;282;Palm Desert;(760) 601-3690;$31 to $50;Casual Elegant
74194;French;4.3;496;La Quinta;(760) 771-4400;$30 and under;Casual Elegant
64300;Continental;4.4;581;Indian Wells;(760) 346-2314;$30 and under;Casual Elegant
36439;Southwest;3.6;1249;Indio;(760) 342-1999;$30 and under;Casual Elegant
67027;Mexican;4.3;259;Palm Desert;(760) 341-0980;$30 and under;Casual Dining
78829;Italian;4.3;436;Palm Desert;(760) 568-2525;$30 and under;Casual Dining
62506;French;4.3;306;Palm Desert;(760) 346-0669;$30 and under;Casual Elegant
40120;Seafood;4.4;931;Rancho Mirage;(760) 340-9044;$31 to $50;Fine Dining
48874;American;4.4;1690;La Quinta;(760) 360-5991;$30 and under;Casual Dining
7855;Italian;4.8;133;Leola;(717) 556-8715;$50 and over;Fine Dining
3424;Steakhouse;4.7;1773;Rittenhouse Square;(215) 732-7560;$50 and over;Fine Dining
145987;Italian;4.3;92;Bethlehem;(610) 867-2441;$30 and under;Casual Dining
2366;American;4.2;354;Center City;(215) 231-7300;$30 and under;Casual Elegant
109441;Steakhouse;4.3;450;Chandler;(480) 821-0009;$31 to $50;Casual Elegant
118426;Contemporary American;4.4;222;Mesa;(480) 396-4000 e;$30 and under;Casual Dining
11683;Steakhouse;4.4;976;Tucson;(520) 299-4275;$31 to $50;Casual Elegant
7457;Mexican / Southwestern;4.0;641;Scottsdale;(480) 488-3358;$30 and under;Casual Elegant
40414;American;3.5;5;Scottsdale;(480) 596-7522;$30 and under;Casual Dining
104827;Italian;4.3;267;Phoenix;(602) 368-3680;$30 and under;Casual Elegant
114172;Contemporary American;4.5;785;Phoenix;(602) 429-8020;$30 and under;Casual Dining
13090;Italian;4.3;577;Scottsdale;(480) 994-0028;$30 and under;Casual Dining
3532;Steakhouse;4.5;1689;Phoenix;(602) 955-3666;$50 and over;Fine Dining
88504;Italian;4.6;545;Phoenix;(602) 324-5600;$30 and under;Casual Dining
88933;Contemporary American;4.3;262;Scottsdale;(480) 634-1600;$31 to $50;Casual Elegant
109444;Sushi;4.5;53;Chandler;(480) 821-9000;$30 and under;Casual Dining
52525;Contemporary American;4.3;1103;Tucson;(520) 623-7700;$30 and under;Casual Dining
45334;Italian;4.5;270;Phoenix;(602) 381-3159;$30 and under;Casual Elegant
80602;Southwest;4.1;153;Sedona;(928) 204-6000;$30 and under;Casual Dining
64999;Italian;4.5;85;Mesa;(480) 832-3311;$30 and under;Casual Dining
58702;American;4.0;20;Tucson;(520) 342-1328;$30 and under;Home Style
109132;Southwest;4.4;289;Scottsdale;(480) 515-6254;$30 and under;Casual Dining
42949;American;4.3;552;Scottsdale;(480) 946-1622;$30 and under;Casual Dining
133999;Contemporary American;4.9;662;Scottsdale;(480) 970-7682;$50 and over;Fine Dining
101248;Global, International;4.6;750;Tucson;(520) 326-9363;$30 and under;Casual Dining
55771;Contemporary American;4.4;1216;Scottsdale;(480) 398-4208;$30 and under;Casual Dining
151441;Contemporary American;4.2;32;Tucson;(520) 396-3357;$30 and under;Casual Dining
152344;Indian;4.3;68;Phoenix;(602) 795-0020;$30 and under;Casual Elegant
7832;Italian;4.6;701;Scottsdale;(480) 951-3775;$30 and under;Casual Elegant
11758;Italian;4.6;632;Scottsdale;(480) 991-2000;$30 and under;Fine Dining
62002;Mexican / Southwestern;4.0;141;Scottsdale;(480) 946-4171;$30 and under;Casual Dining
18229;Steakhouse;4.6;1509;Scottsdale;(480) 941-4700;$50 and over;Fine Dining
147985;Contemporary American;4.4;72;Tubac;(520) 398-2678;$30 and under;Casual Dining
18220;Steakhouse;4.5;1424;Scottsdale;(480) 585-9500;$50 and over;Fine Dining
40087;Seafood;4.3;467;Desert Ridge;(480) 419-7697;$31 to $50;Fine Dining
42895;Indian;4.4;272;Tempe;(480) 557-8800;$30 and under;Casual Elegant
10636;Southwest;4.6;536;Phoenix;(602) 264-0700;$30 and under;Casual Dining
34573;Italian;4.4;119;Tempe;(480) 968-9112;$30 and under;Casual Dining
150568;American;4.5;297;Cave Creek;(480) 488-0698;$30 and under;Casual Dining
144241;Southern;4.5;288;Phoenix;(602) 200-0085;$30 and under;Casual Elegant
44854;English;4.8;395;Scottsdale;(480) 423-2530;$50 and over;Casual Elegant
57742;Japanese;4.7;380;Scottsdale;(480) 664-0180;$50 and over;Casual Elegant
15160;Italian;4.3;2907;Scottsdale;(480) 333-4100;$30 and under;Casual Dining
27967;Global, International;4.5;906;Scottsdale;(480) 663-7674;$50 and over;Casual Elegant
7508;American;4.4;805;Scottsdale;(480) 951-6445;$30 and under;Casual Elegant
3840;Steakhouse;4.5;785;Scottsdale;(480) 991-5988;$31 to $50;Casual Elegant
145894;American;4.6;73;Rio Verde;(480) 471-0438;$30 and under;Casual Elegant
151906;American;4.5;142;Tucson;(520) 624-4747;$30 and under;Casual Elegant
22690;Italian;4.4;667;Phoenix;(602) 956-0900;$31 to $50;Casual Elegant
4996;Steakhouse;4.6;1149;Scottsdale;(480) 348-1700;$50 and over;Fine Dining
21811;Contemporary American;4.7;1509;Cave Creek;(480) 437-1072;$50 and over;Casual Elegant
74146;Japanese;4.6;381;Phoenix;(602) 254-0600;$50 and over;Casual Elegant
18226;Steakhouse;4.5;1948;Scottsdale;(480) 443-8555;$50 and over;Fine Dining
2358;Steakhouse;4.5;635;Phoenix;(602) 952-8900;$50 and over;Fine Dining
138955;Bistro;4.1;59;Carefree;(602) 795-1255;$31 to $50;Casual Elegant
37873;Italian;4.5;378;Scottsdale;(480) 990-9500;$50 and over;Fine Dining
13258;Contemporary American;4.7;810;Scottsdale;(480) 513-5085;$31 to $50;Casual Elegant
11092;Contemporary American;4.6;653;Litchfield Park;(623) 935-3811;$31 to $50;Casual Elegant
5679;Seafood;4.6;1795;Scottsdale;(480) 994-4040;$30 and under;Casual Elegant
110878;Japanese;4.5;14;Ahwatukee;(480) 940-1111;$30 and under;Casual Dining
3690;Contemporary American;4.6;1645;Phoenix;(602) 866-6350;$31 to $50;Fine Dining
151444;Latin American;4.5;8;Flagstaff;(928) 774-0541;$30 and under;Casual Dining
105403;Barbecue;1.0;11;Phoenix;(602) 462-3800;$30 and under;Casual Dining
6852;Barbecue;4.1;140;Tucson;(520) 670-0444;$30 and under;Casual Dining
21886;Contemporary American;4.6;667;Flagstaff;(928) 213-1021;$31 to $50;Casual Elegant
15895;Contemporary American;4.3;1359;Scottsdale;(480) 946-3111;$31 to $50;Casual Elegant
11911;Seafood;4.1;1543;Scottsdale;(480) 951-2550;$31 to $50;Casual Elegant
145465;American;3.9;52;Phoenix;(602) 866-6348;$30 and under;Casual Dining
7159;Italian;4.6;601;Phoenix;(602) 956-0836;$31 to $50;Fine Dining
23026;Steakhouse;4.5;2005;Glendale / Peoria;(623) 566-2224;$31 to $50;Casual Elegant
6908;Contemporary American;4.3;851;Tucson;(520) 232-0101;$30 and under;Casual Elegant
18676;Steakhouse;4.4;871;Phoenix;(602) 955-4079;$31 to $50;Casual Elegant
5545;American;4.5;1676;Scottsdale;(480) 947-0795;$30 and under;Casual Elegant
4385;American;3.9;180;Sedona;(928) 340-5321;$30 and under;Casual Dining
3997;American;4.5;2388;Scottsdale;(480) 990-0900;$30 and under;Casual Dining
104878;American;3.9;546;Phoenix;(602) 388-4874;$30 and under;Casual Dining
20071;Sushi;4.4;462;Scottsdale;(480) 970-2121;$30 and under;Casual Elegant
7549;Steakhouse;4.5;1129;Phoenix;(602) 273-7378;$31 to $50;Casual Elegant
94573;Contemporary American;4.6;902;Phoenix;(480) 483-0009;$30 and under;Casual Dining
29959;Steakhouse;4.7;391;Tucson;(520) 877-2377;$31 to $50;Casual Elegant
97180;Steakhouse;4.1;339;Maricopa;(480) 802-5000;$31 to $50;Casual Dining
70351;Steak;4.4;748;Tucson;(520) 324-9350;$31 to $50;Casual Elegant
108448;Gastro Pub;4.3;184;Tempe;(480) 625-3600;$30 and under;Casual Dining
109642;Fondue;4.7;198;Glendale / Peoria;(623) 444-4946;$31 to $50;Casual Dining
5471;Italian;4.4;1082;Tucson;(520) 299-1600;$30 and under;Casual Elegant
3419;French American;4.6;651;Phoenix;(602) 522-2344;$31 to $50;Casual Elegant
13255;Comfort Food;4.4;220;Scottsdale;(480) 513-5085;$30 and under;Casual Dining
8090;Southwest;4.3;357;Tucson;(520) 742-6000 e;$30 and under;Casual Dining
113005;Modern European;4.6;556;Scottsdale;(480) 946-3477;$30 and under;Casual Elegant
107197;Mexican / Southwestern;3.8;84;Tucson;(520) 638-6160;$30 and under;Fine Dining
28273;Contemporary American;3.9;165;Scottsdale;(480) 429-1100;$30 and under;Casual Elegant
28282;Contemporary American;3.6;180;Chandler;(480) 792-1711;$30 and under;Casual Elegant
25912;American;4.1;575;Phoenix;(602) 817-5400;$30 and under;Casual Elegant
4290;Italian;4.2;432;Tucson;(520) 791-6071;$31 to $50;Casual Elegant
5472;Contemporary American;4.5;1520;Tucson;(520) 219-4230;$30 and under;Casual Elegant
106495;Italian;4.3;199;Tucson;(520) 297-5775;$30 and under;Casual Dining
99508;Contemporary American;4.4;272;Scottsdale;(480) 289-6160;$30 and under;Fine Dining
138610;Comfort Food;4.3;224;Scottsdale;(480) 970-1700;$31 to $50;Casual Elegant
17569;Contemporary American;4.1;468;Tucson;(520) 320-2014;$30 and under;Casual Dining
7649;American;4.6;2045;Phoenix;(602) 264-5967;$31 to $50;Fine Dining
28867;American;4.5;2239;Scottsdale;(480) 563-3377;$30 and under;Casual Dining
3396;Steakhouse;4.3;939;Scottsdale;(480) 905-7979;$31 to $50;Casual Elegant
5929;Contemporary American;4.5;226;Tucson;(520) 917-2930;$31 to $50;Casual Elegant
17119;Seafood;4.6;813;Tucson;(520) 323-7739;$30 and under;Casual Elegant
30757;American;4.4;844;Tucson;(520) 325-3333;$30 and under;Casual Elegant
113257;Japanese;4.7;81;Chandler;(480) 899-7191;$30 and under;Casual Dining
3626;American;4.6;1055;Phoenix;(602) 955-8100;$31 to $50;Casual Elegant
3418;American;4.7;1829;Scottsdale;(800) 245-2051;$31 to $50;Casual Elegant
7834;Italian;4.2;287;Phoenix;(602) 216-0336;$31 to $50;Casual Elegant
114934;American;4.3;57;Marana;(520) 744-7490;$30 and under;Casual Dining
27973;Mexican / Southwestern;4.4;558;Scottsdale;(480) 314-0550;$30 and under;Casual Elegant
15910;Italian;4.2;482;Scottsdale;(480) 444-1234 e;$31 to $50;Casual Elegant
7796;Contemporary American;4.5;1148;Phoenix;(602) 276-0601;$31 to $50;Fine Dining
24793;Steakhouse;4.5;977;Scottsdale;(480) 214-8000;$31 to $50;Casual Elegant
118465;American;4.3;93;Phoenix;(602) 257-2191;$30 and under;Casual Dining
2936;Italian;4.6;1859;Scottsdale;(480) 502-9095;$31 to $50;Casual Elegant
29929;Latin American;4.4;2276;Scottsdale;(480) 636-5005;$30 and under;Casual Elegant
109639;Fondue;4.3;216;Ahwatukee;(480) 704-9206;$31 to $50;Casual Elegant
113173;American;3.9;162;Scottsdale;(480) 945-6697;$30 and under;Casual Elegant
68554;Steakhouse;4.5;663;Scottsdale;(480) 272-7271;$31 to $50;Fine Dining
86983;Japanese;4.4;514;Scottsdale;(480) 444-0068;$30 and under;Casual Dining
90475;Italian;4.6;459;Phoenix;(602) 358-8666;$31 to $50;Casual Dining
109651;Fondue;4.2;232;Scottsdale;(480) 607-1799;$31 to $50;Casual Elegant
111574;Contemporary American;4.5;462;Phoenix;(602) 759-8132;$31 to $50;Casual Elegant
61921;Contemporary American;4.7;441;Flagstaff;(928) 774-8431;$31 to $50;Fine Dining
47338;Steak;4.3;467;Glendale / Peoria;(623) 772-9463;$31 to $50;Casual Dining
10444;Contemporary French / American;4.5;848;Tucson;(520) 325-1541;$31 to $50;Casual Elegant
102310;Mexican / Southwestern;4.0;19;Scottsdale;(480) 945-4567;$30 and under;Casual Dining
39919;Steak;4.3;512;Scottsdale;(480) 538-8000;$31 to $50;Fine Dining
92116;Contemporary Italian;4.2;8;Phoenix;(480) 646-8560;$31 to $50;Casual Dining
5642;Italian;4.1;681;Scottsdale;(480) 556-0770;$31 to $50;Casual Elegant
80599;Contemporary American;4.3;249;Sedona;(928) 204-6000;$31 to $50;Casual Elegant
118615;Seafood;4.5;322;Phoenix;(602) 680-4044;$31 to $50;Casual Elegant
112561;Fusion / Eclectic;4.5;392;Scottsdale;(480) 397-9520;$30 and under;Casual Dining
100330;Contemporary American;4.1;1716;Phoenix;(480) 719-8600;$31 to $50;Casual Dining
106258;Contemporary American;4.2;193;Flagstaff;(928) 523-1899;$30 and under;Casual Elegant
25456;Seafood;4.4;888;Scottsdale;(480) 347-1313;$31 to $50;Casual Elegant
72673;American;3.5;349;Scottsdale;(480) 970-4444;$31 to $50;Casual Elegant
110827;Japanese;4.2;19;Mesa;(480) 632-9500;$30 and under;Casual Dining
6240;American;3.9;320;Chandler;(602) 225-0100;$31 to $50;Casual Dining
49723;Contemporary American;4.5;484;Scottsdale;(480) 367-8030;$31 to $50;Casual Elegant
110875;Japanese;4.0;33;Tempe;(480) 303-9800;$30 and under;Casual Dining
28279;Contemporary American;4.3;252;Gilbert;(480) 289-4500;$30 and under;Casual Elegant
18910;American;4.3;725;Scottsdale;(480) 513-6002;$31 to $50;Fine Dining
4142;Mediterranean;4.4;2000;Phoenix;(602) 808-0766;$31 to $50;Fine Dining
104950;Barbecue;4.6;448;Phoenix;(602) 995-5982;$30 and under;Casual Dining
101281;American;4.1;130;Phoenix;(480) 994-5656;$30 and under;Casual Dining
37582;Southwest;3.5;129;Carefree;(480) 488-9009 e;$31 to $50;Casual Dining
33850;Italian;4.6;484;Scottsdale;(480) 314-0365;$31 to $50;Casual Elegant
110881;Japanese;4.3;75;Tucson;(520) 615-3970;$30 and under;Casual Dining
107053;Steak;4.5;90;Phoenix;(602) 274-9700;$30 and under;Casual Dining
118198;Contemporary American;4.3;476;Tucson;(520) 398-5382;$30 and under;Casual Elegant
78289;American;4.3;434;Tucson;(520) 731-1100;$30 and under;Casual Elegant
104884;Steakhouse;4.5;66;Flagstaff;(928) 856-7564;$31 to $50;Fine Dining
19426;Steakhouse;4.5;1210;Scottsdale;(480) 306-8800;$31 to $50;Casual Elegant
82930;Contemporary American;3.4;42;Sedona;(928) 284-6909;$30 and under;Casual Dining
110836;Contemporary American;4.2;28;Maricopa;(520) 233-2426;$30 and under;Casual Elegant
50173;American;4.5;2290;Phoenix;(602) 840-5252;$30 and under;Casual Elegant
76126;French American;4.2;333;Carefree;(480) 488-9796;$30 and under;Casual Dining
83791;Contemporary American;4.2;216;Tucson;(520) 298-7188;$30 and under;Casual Elegant
28261;American;4.3;1126;Tucson;(520) 529-3500;$31 to $50;Casual Elegant
91453;American;3.5;24;Phoenix;(602) 997-5850;$30 and under;Casual Dining
90370;Contemporary American;4.3;307;Scottsdale;(480) 278-7044;$30 and under;Casual Dining
106498;Italian;4.4;249;Scottsdale;(480) 998-1366;$30 and under;Casual Dining
5307;Contemporary American;4.6;648;Phoenix;(602) 955-6600 e;$31 to $50;Casual Elegant
112996;French;4.4;43;Scottsdale;(480) 614-5600;$30 and under;Casual Elegant
51574;Italian;4.3;756;Scottsdale;(480) 302-6050;$30 and under;Casual Dining
47836;Italian;4.4;501;Scottsdale;(480) 922-8225;$30 and under;Casual Dining
86968;Japanese;4.3;834;Chandler;(480) 812-4701;$30 and under;Casual Dining
87304;American;4.3;577;Phoenix;(602) 258-0231;$30 and under;Casual Dining
51412;French;4.4;712;Tucson;(520) 323-7373;$31 to $50;Fine Dining
3941;Italian;4.3;385;Scottsdale;(480) 424-6095;$30 and under;Casual Dining
59932;American;4.2;343;Phoenix;(602) 429-3600;$30 and under;Casual Dining
55696;Contemporary Italian;4.2;585;Scottsdale;(480) 483-3255;$30 and under;Casual Dining
39904;Steak;4.3;458;Chandler;(480) 940-1900;$31 to $50;Fine Dining
76939;Caribbean;4.5;397;Phoenix;(602) 267-1266;$30 and under;Casual Elegant
74956;Contemporary American;3.6;105;Carefree;(480) 595-3829;$30 and under;Casual Elegant
71644;Contemporary French;4.4;665;Tucson;(520) 545-0577 e;$30 and under;Casual Elegant
99511;Contemporary American;4.4;180;Scottsdale;(480) 289-6180;$30 and under;Fine Dining
45418;Italian;4.5;316;Scottsdale;(480) 585-6969;$31 to $50;Casual Elegant
53758;Steakhouse;3.3;100;Phoenix;(602) 553-8970;$31 to $50;Casual Dining
84262;Southwest;4.3;108;Tucson;(520) 544-1705;$30 and under;Casual Dining
71647;Contemporary American;4.3;323;Tucson;(520) 798-1618;$30 and under;Casual Dining
78076;American;5.0;13;Chandler;(480) 899-7400;$30 and under;Casual Dining
13600;Contemporary American;4.3;633;Tempe;(602) 431-2370;$30 and under;Casual Dining
59359;Italian;4.2;297;Chandler;(480) 785-7272;$30 and under;Casual Dining
138865;Steakhouse;4.7;699;Phoenix;(602) 271-4400;$50 and over;Fine Dining
40051;Steak;4.6;579;Tucson;(520) 529-5017;$31 to $50;Fine Dining
107797;Italian;3.9;223;Scottsdale;(480) 265-9814;$30 and under;Casual Elegant
51331;Persian;4.2;453;Scottsdale;(480) 614-1414;$30 and under;Casual Elegant
43198;Japanese;4.6;65;Tempe;(480) 350-9160;$30 and under;Casual Dining
5644;Italian;4.4;1121;Scottsdale;(480) 948-2055;$30 and under;Casual Elegant
81046;Mexican;4.1;465;Scottsdale;(480) 245-6708;$30 and under;Casual Elegant
40036;Steak;4.4;562;Scottsdale;(480) 596-8265;$31 to $50;Fine Dining
59452;Italian;3.9;350;Scottsdale;(480) 949-6622;$30 and under;Casual Dining
41530;American;4.6;2151;Phoenix;(480) 948-5170;$31 to $50;Casual Elegant
78133;American;4.6;204;Tucson;(520) 615-5496;$30 and under;Casual Dining
46447;Spanish;4.3;1001;Scottsdale;(480) 699-5004;$30 and under;Casual Dining
65521;American;4.2;145;Carefree;(480) 595-9909;$30 and under;Casual Elegant
70348;Mexican / Southwestern;3.5;83;Tucson;(520) 838-6626;$30 and under;Casual Dining
68047;Southwest;4.2;118;Scottsdale;(480) 444-1234 e;$30 and under;Casual Dining
17329;American;2.0;29;Phoenix;(602) 431-6476;$30 and under;Casual Dining
53128;American;4.4;1539;Phoenix;(602) 954-1700;$30 and under;Casual Dining
150562;American;4.2;180;Cave Creek;(480) 488-8031;$30 and under;Casual Dining
7853;Southwest;4.3;663;Tucson;(520) 615-5495;$30 and under;Casual Dining
58057;American;4.3;1072;Phoenix;(602) 324-8502;$30 and under;Casual Elegant
61723;American;4.3;41;Chandler;(520) 796-8952;$30 and under;Casual Dining
62014;Mexican / Southwestern;4.2;169;Phoenix;(480) 948-9010;$30 and under;Casual Dining
64249;Italian;4.0;166;Phoenix;(480) 759-9292;$30 and under;Casual Dining
61348;Sushi;4.5;267;Scottsdale;(480) 355-0999;$30 and under;Casual Dining
49000;Contemporary American;4.4;264;Scottsdale;(480) 699-8001;$30 and under;Casual Elegant
91942;Italian;4.4;378;Tucson;(520) 882-5550;$30 and under;Casual Dining
54217;Thai;4.3;339;Scottsdale;(480) 778-1999;$30 and under;Casual Dining
62023;Mexican / Southwestern;4.0;195;Tempe;(480) 377-1170;$30 and under;Casual Dining
129310;American;4.5;672;Scottsdale;(480) 991-9342;$30 and under;Casual Elegant
53878;Fondue;4.7;415;Tucson;(520) 575-6358;$31 to $50;Casual Elegant
24934;American;4.4;400;Phoenix;(602) 287-8900;$30 and under;Casual Dining
45133;American;4.5;141;Scottsdale;(480) 423-2530;$30 and under;Casual Dining
30835;French;4.3;649;Scottsdale;(480) 603-0922;$30 and under;Casual Elegant
59425;Italian;3.9;463;Mesa;(480) 507-9463;$30 and under;Casual Dining
56557;Italian;4.5;311;Phoenix;(602) 279-0982;$30 and under;Casual Elegant
110035;American;4.2;25;Phoenix;(602) 293-3332;$30 and under;Casual Dining
62026;Mexican / Southwestern;4.3;261;Chandler;(480) 893-7550;$30 and under;Casual Dining
46993;Italian;4.7;2680;Tucson;(520) 795-7221;$30 and under;Casual Elegant
58063;Southwest;4.3;328;Sedona;(928) 340-8803;$30 and under;Casual Elegant
48328;Greek;4.3;120;Phoenix;(602) 265-2990;$30 and under;Casual Dining
108364;American;4.4;287;Laveen;(520) 550-1943;$30 and under;Fine Dining
43195;Japanese;4.7;44;Glendale / Peoria;(623) 772-9832;$30 and under;Casual Dining
41212;Asian;4.4;540;Scottsdale;(480) 607-1114;$30 and under;Casual Elegant
86683;Southwest;4.4;216;Phoenix;(602) 265-5886;$30 and under;Casual Dining
33283;American;4.3;369;Scottsdale;(480) 423-2530;$30 and under;Casual Elegant
62590;American;4.1;232;Chandler;(480) 917-8700;$30 and under;Casual Dining
58708;Contemporary American;4.3;768;Sahuarita;(520) 342-2328;$30 and under;Casual Elegant
59317;Italian;3.7;463;Peoria;(623) 412-9463;$30 and under;Casual Dining
145102;Italian;4.4;67;Scottsdale;(480) 951-8273;$30 and under;Casual Dining
103750;Mexican / Southwestern;4.2;80;Phoenix;(602) 680-2806;$30 and under;Casual Dining
54772;American;3.8;157;Litchfield Park;(623) 856-1094;$30 and under;Casual Dining
103165;Gastro Pub;4.6;506;Phoenix;(602) 795-9463;$30 and under;Casual Dining
85501;Southwest;4.1;55;Tucson;(520) 887-3777;$30 and under;Casual Dining
117487;American;4.0;267;Scottsdale;(480) 664-9238;$30 and under;Casual Dining
68680;Gastro Pub;4.4;269;Tempe;(480) 968-2920;$30 and under;Casual Elegant
102706;Contemporary American;4.6;9;Scottsdale;(480) 990-2100;$30 and under;Casual Elegant
49546;Contemporary American;4.6;244;Scottsdale;(480) 423-6284;$30 and under;Casual Elegant
39124;Contemporary American;4.3;713;Scottsdale;(480) 333-1880;$30 and under;Casual Elegant
44497;Italian;4.4;1022;Tucson;(520) 531-1913;$30 and under;Casual Elegant
45730;French;4.2;431;Surprise;(623) 544-9109;$30 and under;Casual Elegant
51286;Italian;4.0;141;Tucson;(520) 790-4702;$30 and under;Casual Dining
35365;American;4.1;510;Phoenix;(602) 955-6600 e;$30 and under;Casual Dining
45373;Mexican;4.2;144;Scottsdale;(480) 970-9002;$30 and under;Casual Dining
59770;American;4.4;177;Tucson;(520) 207-8201;$30 and under;Casual Dining
40084;Seafood;4.5;445;Chandler;(480) 705-7697;$31 to $50;Fine Dining
74953;American;4.0;59;Carefree;(480) 488-9020;$30 and under;Casual Dining
42892;Contemporary American;4.5;638;Phoenix;(602) 266-3001;$30 and under;Casual Dining
39019;Mexican;4.4;528;Scottsdale;(480) 585-4848 e;$30 and under;Casual Dining
37957;Southwest;4.0;166;Scottsdale;(480) 624-1202;$30 and under;Casual Dining
2964;American;4.6;459;Southern Pines / Pinehurst;(910) 215-0775;$31 to $50;Casual Elegant
59926;Steakhouse;4.6;483;Southern Pines / Pinehurst;(910) 693-0123;$31 to $50;Fine Dining
26986;Global, International;4.4;411;Southern Pines / Pinehurst;(910) 246-3510;$30 and under;Casual Dining
80950;American;3.6;16;Southern Pines / Pinehurst;(910) 692-2711;$30 and under;Casual Dining
80953;American;3.9;22;Southern Pines / Pinehurst;(910) 692-2114;$30 and under;Casual Dining
41248;Fusion / Eclectic;4.8;305;Southern Pines / Pinehurst;(910) 692-5240;$30 and under;Casual Dining
45973;Southern;4.5;183;Southern Pines / Pinehurst;(910) 695-3663;$30 and under;Casual Dining
22969;Seafood;4.4;2907;Downtown;(412) 261-1717;$31 to $50;Casual Elegant
106045;Italian;4.4;383;Downtown;(412) 575-5858;$31 to $50;Casual Elegant
116119;Spanish;4.5;335;Downtown;(412) 488-1818;$31 to $50;Casual Elegant
47404;Steakhouse;4.4;358;Fox Chapel;(412) 781-3700;$31 to $50;Casual Elegant
113161;Continental;4.4;109;Greensburg;(724) 420-5711;$31 to $50;Fine Dining
30922;Steakhouse;4.6;683;Washington;(724) 503-1510;$31 to $50;Casual Dining
3696;Pan-Asian;4.4;1239;Shadyside;(412) 362-5656;$31 to $50;Casual Elegant
117856;Continental;4.2;293;Mt. Washington;(412) 431-3100;$31 to $50;Casual Dining
77668;American;4.4;443;South Hills;(724) 260-7999;$30 and under;Casual Elegant
71188;American;3.9;48;Downtown;(412) 404-8487;$30 and under;Casual Elegant
144529;American;4.1;74;Downtown;(412) 281-4345;$30 and under;Casual Dining
15922;Italian;4.1;3061;Downtown;(412) 552-0150;$30 and under;Casual Dining
3204;American;4.6;2644;Downtown;(412) 201-5656;$50 and over;Casual Elegant
4120;Contemporary American;4.3;1246;North Hills;(412) 847-1007;$30 and under;Casual Elegant
15991;Steakhouse;4.4;525;Bedford;(814) 624-5610;$31 to $50;Casual Elegant
13990;Seafood;4.1;1836;Downtown;(412) 201-6992;$30 and under;Casual Dining
136159;Italian;4.1;58;Downtown;(412) 261-6511;$30 and under;Casual Dining
148411;Syrian;4.4;27;Downtown;(412) 421-1920;$30 and under;Fine Dining
19531;Seafood;4.0;864;South Hills;(412) 571-3474;$30 and under;Casual Elegant
14047;Steakhouse;4.6;1263;Downtown;(412) 338-9100;$50 and over;Fine Dining
